start_time,average
2025-06-28 12:00:00,49.24781780641608
2025-06-28 14:00:00,50.638414027153225
2025-06-28 21:00:00,50.744096698868525
2025-06-28 04:00:00,50.193350332200524
2025-06-28 02:00:00,49.33046909300982
2025-06-28 08:00:00,49.27524464798429
2025-06-28 09:00:00,50.420326689017266
2025-06-28 19:00:00,49.317891930062714
2025-06-28 17:00:00,51.19398614256487
2025-06-28 13:00:00,50.23872611715785
2025-06-28 01:00:00,48.96482821935357
2025-06-28 22:00:00,48.61442403432545
2025-06-28 10:00:00,48.43912445170965
2025-06-28 16:00:00,50.12873615754442
2025-06-28 11:00:00,49.064651706146755
2025-06-28 20:00:00,49.388141596153666
2025-06-28 00:00:00,50.47699592789713
2025-06-28 18:00:00,49.99971496749314
2025-06-28 15:00:00,50.17339896022768
2025-06-28 05:00:00,49.26877971721919
2025-06-28 23:00:00,50.97277900913546
2025-06-28 06:00:00,50.553911467041296
2025-06-28 07:00:00,50.4802955608378
2025-06-28 03:00:00,49.728491381101755
2025-06-01 04:00:00,48.35393180743449
2025-06-01 08:00:00,50.157301514534
2025-06-01 07:00:00,49.3648819416028
2025-06-01 10:00:00,49.43559259363696
2025-06-01 16:00:00,50.10211293669958
2025-06-01 11:00:00,48.58361453058526
2025-06-01 05:00:00,50.78006169995412
2025-06-01 20:00:00,49.754207958159185
2025-06-01 09:00:00,49.10418430234288
2025-06-01 17:00:00,52.28363437471722
2025-06-01 01:00:00,50.3034831814134
2025-06-01 21:00:00,50.97195116248442
2025-06-01 19:00:00,49.86878243008732
2025-06-01 12:00:00,49.95089622156608
2025-06-01 14:00:00,49.118241923046085
2025-06-01 13:00:00,49.80827417535697
2025-06-01 15:00:00,49.115353480812246
2025-06-01 02:00:00,49.43890182781434
2025-06-01 18:00:00,49.03736446792125
2025-06-01 03:00:00,50.25964259622913
2025-06-01 22:00:00,50.32036637175916
2025-06-01 06:00:00,50.26973759926951
2025-06-01 00:00:00,50.57794114407962
2025-06-01 23:00:00,49.484588726145454
2025-06-10 17:00:00,49.479397425599615
2025-06-10 20:00:00,50.47262218680853
2025-06-10 07:00:00,50.628032278280166
2025-06-10 18:00:00,49.96409454724877
2025-06-10 10:00:00,50.20719977760897
2025-06-10 21:00:00,48.862089471928584
2025-06-10 09:00:00,49.359445518802765
2025-06-10 19:00:00,49.74194818025233
2025-06-10 01:00:00,49.59452446210657
2025-06-10 16:00:00,50.232709039850654
2025-06-10 04:00:00,50.19133017078941
2025-06-10 00:00:00,49.179002866010215
2025-06-10 02:00:00,51.184231564204886
2025-06-10 03:00:00,49.97266310249535
2025-06-10 06:00:00,50.44550203881578
2025-06-10 11:00:00,50.45762432175626
2025-06-10 14:00:00,50.69693645948995
2025-06-10 13:00:00,50.42353985492971
2025-06-10 05:00:00,49.23216714695377
2025-06-10 15:00:00,49.68693479210694
2025-06-10 23:00:00,50.00814778374612
2025-06-10 08:00:00,50.29046562276218
2025-06-10 22:00:00,50.63907389304373
2025-06-10 12:00:00,50.12645769047815
2025-06-23 05:00:00,49.88477854443759
2025-06-23 06:00:00,50.3689091653185
2025-06-23 10:00:00,49.96164399325573
2025-06-23 22:00:00,49.30214516201162
2025-06-23 13:00:00,50.43279498072043
2025-06-23 03:00:00,50.314004033109455
2025-06-23 02:00:00,49.97915364802064
2025-06-23 11:00:00,49.73381996959752
2025-06-23 17:00:00,50.375134091977515
2025-06-23 07:00:00,51.10068146460851
2025-06-23 16:00:00,49.923951349716155
2025-06-23 21:00:00,51.53744557498775
2025-06-23 09:00:00,47.75345734431072
2025-06-23 12:00:00,51.69632583919031
2025-06-23 15:00:00,50.088872345471295
2025-06-23 04:00:00,49.06133413911813
2025-06-23 18:00:00,48.963168592161345
2025-06-23 20:00:00,48.71311251558901
2025-06-23 14:00:00,50.551500223423126
2025-06-23 19:00:00,49.11942682438529
2025-06-23 00:00:00,49.117504821857864
2025-06-23 01:00:00,49.35535015600268
2025-06-23 23:00:00,49.93827664280658
2025-06-23 08:00:00,49.18784322821322
2025-06-05 07:00:00,48.649781130413515
2025-06-05 10:00:00,50.58447917209148
2025-06-05 14:00:00,50.78339100719136
2025-06-05 01:00:00,48.61529309983788
2025-06-05 03:00:00,50.27522632946058
2025-06-05 13:00:00,49.69966872573695
2025-06-05 18:00:00,49.853192388997925
2025-06-05 05:00:00,49.29326363875004
2025-06-05 09:00:00,49.569939559008084
2025-06-05 23:00:00,50.53614428369952
2025-06-05 21:00:00,48.932572078459515
2025-06-05 04:00:00,49.96256428569021
2025-06-05 20:00:00,50.582822258747065
2025-06-05 22:00:00,50.70786283481313
2025-06-05 17:00:00,50.49552522562226
2025-06-05 06:00:00,49.77664380001315
2025-06-05 12:00:00,50.80476033055789
2025-06-05 08:00:00,50.06659541093585
2025-06-05 11:00:00,50.581633136952
2025-06-05 00:00:00,48.16189179023128
2025-06-05 02:00:00,50.98741831546174
2025-06-05 19:00:00,50.775731757392855
2025-06-05 16:00:00,49.80410558911124
2025-06-05 15:00:00,49.3625760875091
2025-06-26 22:00:00,49.57318076426323
2025-06-26 11:00:00,50.782652382285015
2025-06-26 08:00:00,49.66858627947513
2025-06-26 12:00:00,50.47572943567287
2025-06-26 04:00:00,50.76068461263258
2025-06-26 02:00:00,48.713453503749015
2025-06-26 13:00:00,49.882471355274156
2025-06-26 17:00:00,48.66662148260943
2025-06-26 15:00:00,50.232491128362696
2025-06-26 19:00:00,50.41551707597316
2025-06-26 23:00:00,50.70216210590209
2025-06-26 16:00:00,49.30958505611545
2025-06-26 21:00:00,49.74174663797494
2025-06-26 06:00:00,51.28216426742849
2025-06-26 07:00:00,50.382155504760796
2025-06-26 00:00:00,50.757284124987024
2025-06-26 01:00:00,49.28930538022435
2025-06-26 14:00:00,50.17734945767441
2025-06-26 03:00:00,49.41795567886533
2025-06-26 18:00:00,50.487649342318555
2025-06-26 09:00:00,50.69781175382796
2025-06-26 05:00:00,51.621080982521114
