start_time,average
2025-06-02 01:00:00,907.0983333333334
2025-06-02 13:00:00,1043.4133333333334
2025-06-02 09:00:00,1016.9033333333333
2025-06-02 20:00:00,945.465
2025-06-02 05:00:00,943.8066666666667
2025-06-02 18:00:00,987.01
2025-06-02 10:00:00,982.3383333333334
2025-06-02 12:00:00,981.1066666666667
2025-06-02 14:00:00,983.6916666666667
2025-06-02 11:00:00,948.0183333333333
2025-06-02 02:00:00,905.66
2025-06-02 15:00:00,974.9050000000001
2025-06-02 22:00:00,918.8983333333333
2025-06-02 07:00:00,980.6633333333334
2025-06-02 08:00:00,969.0716666666667
2025-06-02 23:00:00,960.74
2025-06-02 19:00:00,986.05
2025-06-02 17:00:00,947.73
2025-06-02 06:00:00,997.9216666666667
2025-06-02 16:00:00,982.465
2025-06-02 03:00:00,997.69
2025-06-02 00:00:00,1017.83
2025-06-02 21:00:00,1036.39
2025-06-02 04:00:00,1001.7116666666666
