start_time,average
2025-06-27 16:00:00,936.5366666666666
2025-06-27 18:00:00,946.315
2025-06-27 21:00:00,952.215
2025-06-27 15:00:00,966.635
2025-06-27 20:00:00,973.005
2025-06-27 09:00:00,951.1883333333334
2025-06-27 05:00:00,912.565
2025-06-27 11:00:00,975.31
2025-06-27 02:00:00,991.0400000000001
2025-06-27 23:00:00,951.5116666666667
2025-06-27 00:00:00,977.83
2025-06-27 03:00:00,1068.0766666666666
2025-06-27 12:00:00,1030.7833333333333
2025-06-27 14:00:00,959.4033333333333
2025-06-27 22:00:00,979.2
2025-06-27 08:00:00,1000.8199999999999
2025-06-27 19:00:00,999.7466666666667
2025-06-27 01:00:00,1038.635
2025-06-27 13:00:00,967.4599999999999
2025-06-27 06:00:00,932.7800000000001
2025-06-27 17:00:00,958.8050000000001
2025-06-27 04:00:00,965.1616666666666
2025-06-27 10:00:00,984.1083333333333
2025-06-27 07:00:00,927.92
