start_time,average
2025-06-14 07:00:00,935.6666666666666
2025-06-14 03:00:00,956.06
2025-06-14 10:00:00,1020.77
2025-06-14 11:00:00,974.4583333333334
2025-06-14 05:00:00,970.4050000000001
2025-06-14 23:00:00,1013.5383333333334
2025-06-14 02:00:00,971.5116666666667
2025-06-14 00:00:00,960.19
2025-06-14 21:00:00,903.2866666666666
2025-06-14 08:00:00,963.4316666666667
2025-06-14 13:00:00,1000.4466666666667
2025-06-14 16:00:00,1028.635
2025-06-14 06:00:00,919.8283333333333
2025-06-14 19:00:00,935.1566666666666
2025-06-14 22:00:00,980.7366666666666
2025-06-14 12:00:00,1003.8816666666667
2025-06-14 04:00:00,984.265
2025-06-14 17:00:00,975.9666666666667
2025-06-14 20:00:00,965.0816666666667
2025-06-14 09:00:00,981.515
2025-06-14 15:00:00,967.8016666666666
2025-06-14 18:00:00,965.7099999999999
2025-06-14 01:00:00,960.0566666666667
2025-06-14 14:00:00,1026.2383333333335
