start_time,average
2025-06-13 02:00:00,975.4433333333333
2025-06-13 19:00:00,982.2316666666667
2025-06-13 12:00:00,990.6483333333333
2025-06-13 07:00:00,1022.0883333333334
2025-06-13 04:00:00,990.0616666666666
2025-06-13 16:00:00,958.0683333333333
2025-06-13 22:00:00,966.175
2025-06-13 13:00:00,940.3183333333333
2025-06-13 14:00:00,974.3733333333333
2025-06-13 08:00:00,999.3316666666667
2025-06-13 15:00:00,1062.3783333333333
2025-06-13 23:00:00,994.4716666666667
2025-06-13 10:00:00,994.0866666666666
2025-06-13 18:00:00,945.0583333333333
2025-06-13 05:00:00,977.615
2025-06-13 11:00:00,975.7433333333333
2025-06-13 03:00:00,960.9533333333333
2025-06-13 06:00:00,950.1866666666666
2025-06-13 00:00:00,929.67
2025-06-13 20:00:00,919.9283333333333
2025-06-13 09:00:00,962.3766666666667
2025-06-13 21:00:00,941.4083333333333
2025-06-13 01:00:00,997.0383333333334
2025-06-13 17:00:00,993.5266666666666
