start_time,average
2025-06-07 05:00:00,950.9699999999999
2025-06-07 11:00:00,928.3016666666666
2025-06-07 09:00:00,987.1966666666667
2025-06-07 07:00:00,1067.7633333333333
2025-06-07 18:00:00,947.0016666666667
2025-06-07 08:00:00,952.2533333333333
2025-06-07 22:00:00,1004.6266666666667
2025-06-07 19:00:00,966.5466666666667
2025-06-07 03:00:00,981.1633333333334
2025-06-07 12:00:00,1000.3
2025-06-07 20:00:00,962.4366666666666
2025-06-07 10:00:00,954.4233333333334
2025-06-07 23:00:00,943.0916666666667
2025-06-07 13:00:00,987.1216666666667
2025-06-07 04:00:00,943.7883333333334
2025-06-07 21:00:00,1007.51
2025-06-07 14:00:00,930.0266666666666
2025-06-07 02:00:00,957.7116666666666
2025-06-07 17:00:00,981.9183333333333
2025-06-07 16:00:00,993.6800000000001
2025-06-07 15:00:00,991.015
2025-06-07 01:00:00,966.91
2025-06-07 06:00:00,988.9866666666666
2025-06-07 00:00:00,983.4716666666667
