start_time,average
2025-06-18 17:00:00,1051.3066666666666
2025-06-18 10:00:00,1012.6466666666668
2025-06-18 04:00:00,992.4666666666667
2025-06-18 19:00:00,944.1550000000001
2025-06-18 21:00:00,969.3616666666666
2025-06-18 03:00:00,983.3233333333334
2025-06-18 13:00:00,940.8533333333332
2025-06-18 12:00:00,1014.755
2025-06-18 11:00:00,902.6516666666666
2025-06-18 16:00:00,964.3333333333334
2025-06-18 15:00:00,957.4916666666667
2025-06-18 09:00:00,941.4833333333333
2025-06-18 18:00:00,950.3483333333334
2025-06-18 02:00:00,962.425
2025-06-18 22:00:00,975.0883333333333
2025-06-18 05:00:00,995.1916666666667
2025-06-18 20:00:00,950.725
2025-06-18 23:00:00,936.5
2025-06-18 00:00:00,952.235
2025-06-18 14:00:00,1008.8066666666667
2025-06-18 06:00:00,944.4466666666667
2025-06-18 01:00:00,1030.1083333333333
2025-06-18 08:00:00,974.7900000000001
2025-06-18 07:00:00,1040.5683333333334
