start_time,average
2025-06-24 19:00:00,961.6983333333334
2025-06-24 08:00:00,942.765
2025-06-24 20:00:00,975.3333333333334
2025-06-24 05:00:00,977.8616666666666
2025-06-24 06:00:00,1017.2783333333333
2025-06-24 00:00:00,981.16
2025-06-24 13:00:00,977.3783333333333
2025-06-24 23:00:00,943.5066666666667
2025-06-24 21:00:00,974.9699999999999
2025-06-24 04:00:00,1000.0966666666667
2025-06-24 14:00:00,953.365
2025-06-24 17:00:00,967.4566666666667
2025-06-24 11:00:00,1009.5583333333333
2025-06-24 10:00:00,984.9366666666666
2025-06-24 12:00:00,982.5583333333333
2025-06-24 22:00:00,988.7866666666666
2025-06-24 07:00:00,934.4383333333334
2025-06-24 15:00:00,998.6766666666666
2025-06-24 03:00:00,936.8733333333333
2025-06-24 18:00:00,936.9
2025-06-24 02:00:00,948.0616666666666
2025-06-24 09:00:00,994.3816666666667
2025-06-24 01:00:00,998.9133333333334
2025-06-24 16:00:00,938.1283333333333
