start_time,average
2025-06-29 18:00:00,952.0550000000001
2025-06-29 16:00:00,984.4266666666666
2025-06-29 17:00:00,997.8066666666667
2025-06-29 00:00:00,990.6766666666666
2025-06-29 02:00:00,923.2800000000001
2025-06-29 19:00:00,932.1066666666667
2025-06-29 10:00:00,1010.9599999999999
2025-06-29 23:00:00,1020.2783333333333
2025-06-29 22:00:00,959.76
2025-06-29 12:00:00,992.6566666666666
2025-06-29 15:00:00,997.685
2025-06-29 07:00:00,956.735
2025-06-29 13:00:00,975.4716666666667
2025-06-29 20:00:00,993.4416666666667
2025-06-29 11:00:00,995.755
2025-06-29 14:00:00,941.2583333333333
2025-06-29 21:00:00,970.6433333333333
2025-06-29 06:00:00,970.4116666666666
2025-06-29 04:00:00,978.9050000000001
2025-06-29 01:00:00,973.2316666666667
2025-06-29 09:00:00,926.2866666666666
2025-06-29 03:00:00,998.7933333333333
2025-06-29 05:00:00,973.8683333333333
2025-06-29 08:00:00,996.9583333333334
